lakemaxP,lakeminP,airmaxP,airminP,solarP,lairdiff,airdiff,lon,lat,relationH,relationP
6.955446667,1.846131034,12.63220058,-10.07327313,167.2105182,5.676753913,22.70547371,19.25,69.25,0,0
6.90375,1.837282759,11.9036843,-10.70177361,167.0723766,4.9999343,22.60545791,19.75,69.25,0,0
6.73939,1.836162069,10.81743365,-11.36244191,167.26687,4.07804365,22.17987556,20.25,69.25,0,0
6.66774,1.8046,10.0084427,-12.16470493,169.0061354,3.3407027,22.17314763,20.75,69.25,0,0
6.535963333,1.809158621,10.0349339,-12.44108333,170.076714,3.498970567,22.47601723,21.25,69.25,0,0
6.24231,1.733724138,10.6424721,-12.34001453,170.7507682,4.4001621,22.98248663,21.75,69.25,0,0
6.457983333,1.7097,11.56568931,-12.26887946,170.237722,5.107705977,23.83456877,22.25,69.25,0,0
6.46647,1.690089655,12.0907249,-12.2017689,169.823141,5.6242549,24.2924938,22.75,69.25,0,0
6.36101,1.674189655,12.38812358,-12.20012157,169.3392645,6.02711358,24.58824515,23.25,69.25,0,0
6.397383333,1.62162069,12.63378543,-11.84433448,169.537568,6.236402097,24.47811991,23.75,69.25,0,0
6.41425,1.61922069,12.84760505,-11.69490062,169.7022057,6.43335505,24.54250567,24.25,69.25,0,0
6.43559,1.612127586,13.10023292,-11.59591928,170.0202628,6.66464292,24.6961522,24.75,69.25,0,0
6.498693333,1.647082759,12.97911982,-12.41600658,172.292078,6.480426487,25.3951264,26.25,69.25,0,0
6.59964,1.663193103,13.25049737,-11.81069436,172.0451876,6.65085737,25.06119173,26.75,69.25,0,0
6.401946667,1.620293103,13.45465566,-11.36519156,171.6371834,7.052708993,24.81984722,27.25,69.25,0,0
6.46809,1.638,13.76030546,-11.06531874,171.1628279,7.29221546,24.8256242,27.75,69.25,0,0
6.64696,1.69127931,13.45785357,-11.22317623,170.4003958,6.81089357,24.6810298,28.25,69.25,0,0
6.523373333,1.668289655,13.3838257,-11.30780732,170.7651423,6.860452367,24.69163302,28.75,69.25,0,0
6.64686,1.718272414,13.33740156,-11.17841276,171.7120783,6.69054156,24.51581432,29.25,69.25,0,0
6.63918,1.716817241,13.32923594,-11.55308679,172.6678318,6.69005594,24.88232273,29.75,69.25,0,0
6.590436667,1.712393103,13.09744994,-11.83172133,173.0641113,6.507013273,24.92917127,30.25,69.25,0,0
6.484806667,1.698724138,12.65873957,-12.13780869,173.4257789,6.173932903,24.79654826,30.75,69.25,0,0
6.314056667,1.639310345,12.53843666,-11.68415102,173.6301509,6.224379993,24.22258768,31.25,69.25,0,0
6.52549,1.677068966,12.54092832,-11.37258342,173.4462529,6.01543832,23.91351174,31.75,69.25,0,0
6.37786,1.6441,12.7014311,-10.99042958,173.3888553,6.3235711,23.69186068,32.25,69.25,0,0
6.5758,1.636,12.58001719,-10.38365316,173.0630019,6.00421719,22.96367035,32.75,69.25,0,0
6.548546667,1.617565517,12.6081709,-10.23616974,172.6007131,6.059624233,22.84434064,33.25,69.25,0,0
6.53361,1.636886207,12.80853348,-10.55781285,171.7791541,6.27492348,23.36634633,33.75,69.25,0,0
6.25776,1.5545,12.31406999,-9.852024889,173.0180072,6.05630999,22.16609488,34.25,69.25,0,0
6.01222,1.4315,11.44567911,-8.581624817,174.2148519,5.43345911,20.02730393,34.75,69.25,0,0
5.938613333,1.20042069,9.815109445,-6.075482954,175.2274755,3.876496112,15.8905924,35.25,69.25,0,0
5.984436667,1.121417241,9.752804851,-5.178568409,177.6457141,3.768368184,14.93137326,35.75,69.25,0,0
6.075143333,1.130389655,9.612638521,-4.266951376,180.7463288,3.537495188,13.8795899,36.25,69.25,0,0
5.35253,1.117427586,7.718295312,-10.5942585,191.719843,2.365765312,18.31255381,48.25,69.25,0,0
5.537363333,1.239706897,9.334451259,-12.77274487,194.6023633,3.797087926,22.10719613,48.75,69.25,0,0
5.575376667,1.2406,7.532691591,-11.87014648,194.6665797,1.957314924,19.40283807,49.75,69.25,0,0
7.79993,1.53132069,12.62482954,-1.075426686,194.8249995,4.82489954,13.70025623,14.75,68.75,0,0
7.691156667,1.6573,12.73716489,-3.961441973,190.760404,5.046008223,16.69860686,15.25,68.75,0,0
7.724533333,1.759182759,12.99889166,-5.749767117,186.5762367,5.274358327,18.74865878,15.75,68.75,0,0
7.481873333,1.7231,12.87873712,-6.059851182,181.7648834,5.396863787,18.9385883,16.25,68.75,0,0
7.2275,1.697065517,12.92708556,-5.678827454,175.745068,5.69958556,18.60591301,16.75,68.75,0,0
7.052253333,1.731172414,12.74846874,-6.436820589,171.3174468,5.696215407,19.18528933,17.25,68.75,0,0
7.029796667,1.813072414,12.17735808,-8.399305336,169.7284121,5.147561413,20.57666342,17.75,68.75,0,0
6.970233333,1.820617241,11.3852267,-9.950809973,169.381176,4.414993367,21.33603667,18.25,68.75,0,0
6.93816,1.854634483,10.82957484,-11.02045935,169.4111151,3.89141484,21.85003419,18.75,68.75,0,0
6.804316667,1.836182759,10.46262768,-11.78670741,170.0932868,3.658311013,22.24933509,19.25,68.75,0,0
6.699673333,1.788448276,10.52462817,-12.22258351,172.2899264,3.824954837,22.74721168,19.75,68.75,0,0
6.543596667,1.7238,10.63113073,-12.55539852,173.5366015,4.087534063,23.18652925,20.25,68.75,0,0
6.393836667,1.667789655,11.03872449,-12.62440132,173.6802901,4.644887823,23.66312581,20.75,68.75,0,0
6.38532,1.701875862,11.58874553,-12.46285645,174.1523566,5.20342553,24.05160198,21.25,68.75,0,0
6.441006667,1.7028,12.12221106,-12.30981438,174.6107504,5.681204393,24.43202544,21.75,68.75,0,0
6.4623,1.7032,12.52146531,-12.13909141,174.6885764,6.05916531,24.66055672,22.25,68.75,0,0
6.620256667,1.655475862,12.83442854,-12.06169673,174.7558334,6.214171873,24.89612527,22.75,68.75,0,0
6.511426667,1.657534483,12.96963548,-12.17645005,174.5783739,6.458208813,25.14608553,23.25,68.75,0,0
6.402806667,1.644244828,13.0126531,-12.49825224,174.3269895,6.609846433,25.51090534,23.75,68.75,0,0
6.057616667,1.504922581,12.8899148,-12.47018906,174.5046219,6.832298133,25.36010386,24.25,68.75,0,0
6.370343333,1.586606897,13.05082689,-12.29883885,174.2007623,6.680483557,25.34966574,24.75,68.75,0,0
6.57417,1.643168966,13.45857199,-12.47092497,172.9309921,6.88440199,25.92949696,25.75,68.75,0,0
6.436563333,1.64747931,13.46815043,-12.39418522,172.4548064,7.031587097,25.86233565,26.25,68.75,0,0
6.4799,1.6633,13.5495082,-11.99052702,171.9086941,7.0696082,25.54003522,26.75,68.75,0,0
6.4942,1.6622,13.9914284,-11.5097158,171.39841,7.4972284,25.5011442,27.25,68.75,0,0
6.644033333,1.672641379,14.06241688,-11.41577945,171.2848396,7.418383547,25.47819633,27.75,68.75,0,0
6.684843333,1.704117241,14.12949989,-11.53917841,171.6949462,7.444656557,25.6686783,28.25,68.75,0,0
6.56543,1.683251724,14.03311232,-11.73606991,172.1540112,7.46768232,25.76918223,28.75,68.75,0,0
6.580586667,1.682882759,14.0667569,-11.83425436,172.3791599,7.486170233,25.90101126,29.25,68.75,0,0
6.68943,1.721434483,13.91621537,-11.81050906,172.175678,7.22678537,25.72672443,29.75,68.75,0,0
6.682043333,1.727275862,13.76174578,-11.82886313,171.9238774,7.079702447,25.59060891,30.25,68.75,0,0
6.53224,1.697686207,13.54338346,-11.79764294,170.7646625,7.01114346,25.3410264,30.75,68.75,0,0
6.482633333,1.7099,13.38446328,-11.76791178,169.5393086,6.901829947,25.15237506,31.25,68.75,0,0
6.460046667,1.699989655,13.7274864,-12.13044628,170.0066122,7.267439733,25.85793268,31.75,68.75,0,0
6.403006667,1.6802,13.60429297,-12.12210931,169.8123113,7.201286303,25.72640228,32.25,68.75,0,0
6.347876667,1.656693103,13.46452262,-11.95802802,169.6560178,7.116645953,25.42255064,32.75,68.75,0,0
6.310076667,1.656641379,13.38521267,-11.68297435,169.9863935,7.075136003,25.06818702,33.25,68.75,0,0
6.369903333,1.675217241,12.97444034,-11.61951397,170.4426554,6.604537007,24.59395431,33.75,68.75,0,0
6.291443333,1.637513793,12.5251568,-11.55391518,171.1066482,6.233713467,24.07907198,34.25,68.75,0,0
6.336506667,1.621748276,12.31766293,-11.48580963,171.9009544,5.981156263,23.80347256,34.75,68.75,0,0
6.10116,1.5957,11.96683929,-11.41930842,171.9898586,5.86567929,23.38614771,35.25,68.75,0,0
6.27537,1.578951724,11.71300781,-11.32210955,172.8411741,5.43763781,23.03511736,35.75,68.75,0,0
6.016866667,1.491241379,11.73345388,-11.39443331,175.4633051,5.716587213,23.12788719,36.25,68.75,0,0
5.840013333,1.331196552,11.19995515,-9.980404086,178.3139518,5.359941817,21.18035924,36.75,68.75,0,0
6.07741,1.260724138,10.58621008,-8.255958762,180.7860353,4.50880008,18.84216884,37.25,68.75,0,0
5.85074,1.105162069,9.46690612,-5.583871626,180.9577865,3.61616612,15.05077775,37.75,68.75,0,0
5.964573333,1.114375862,8.140845931,-7.204014061,201.5794271,2.176272598,15.34485999,43.25,68.75,0,0
5.454733333,1.149196552,7.155796646,-10.42814103,195.0089111,1.701063313,17.58393768,48.25,68.75,0,0
7.972716129,1.347103448,11.44706221,1.290741788,206.2301103,3.474346081,10.15632042,13.25,68.25,0,0
7.844293548,1.304141379,11.54830676,0.980640276,202.874215,3.704013212,10.56766648,13.75,68.25,0,0
7.5741,1.31527931,11.75888622,0.429397899,195.9640409,4.18478622,11.32948832,14.25,68.25,0,0
7.37935,1.356986207,12.29471832,-1.017641406,189.2069887,4.91536832,13.31235973,14.75,68.25,0,0
7.306276667,1.523658621,12.75163141,-1.850132511,181.5325182,5.445354743,14.60176392,15.25,68.25,0,0
7.081726667,1.575382759,12.75252283,-2.848687932,174.9245608,5.670796163,15.60121076,15.75,68.25,0,0
7.148736667,1.714889655,13.06551705,-4.513007893,170.4167682,5.916780383,17.57852494,16.25,68.25,0,0
7.07827,1.794324138,12.89689734,-6.979416629,167.6686192,5.81862734,19.87631397,16.75,68.25,0,0
7.00711,1.815072414,12.03530596,-8.444749037,165.7777842,5.02819596,20.480055,17.25,68.25,0,0
6.803506667,1.804782759,10.68248669,-9.781169103,167.6315868,3.878980023,20.46365579,17.75,68.25,0,0
6.793363333,1.799075862,9.959039719,-11.02447263,169.5162688,3.165676386,20.98351235,18.25,68.25,0,0
6.775543333,1.824506897,9.634141369,-12.01904769,170.0977413,2.858598036,21.65318906,18.75,68.25,0,0
6.776086667,1.7894,10.56593733,-12.45778937,172.1069306,3.789850663,23.0237267,19.25,68.25,0,0
6.7833,1.767068966,11.83628326,-12.47139265,173.677812,5.05298326,24.30767591,19.75,68.25,0,0
6.725166667,1.771196552,12.47358544,-12.53942712,175.7388117,5.748418773,25.01301256,20.25,68.25,0,0
6.591013333,1.701506897,12.58617226,-12.40158577,176.7926253,5.995158927,24.98775803,20.75,68.25,0,0
6.685063333,1.66052069,12.69490756,-12.22642361,177.0785151,6.009844227,24.92133117,21.25,68.25,0,0
6.723886667,1.655231034,13.13987005,-12.01195932,176.9682483,6.415983383,25.15182937,21.75,68.25,0,0
6.642206667,1.662706897,13.50379985,-11.82772319,176.9097894,6.861593183,25.33152304,22.25,68.25,0,0
6.67233,1.681272414,13.76755182,-11.97126704,176.6403923,7.09522182,25.73881886,22.75,68.25,0,0
6.77469,1.659072414,13.85957475,-12.30550767,176.6666273,7.08488475,26.16508242,23.25,68.25,0,0
6.791716667,1.658948276,13.87997805,-12.57823924,176.7219947,7.088261383,26.45821729,23.75,68.25,0,0
6.643196667,1.66212069,13.88625005,-12.56158858,176.9368741,7.243053383,26.44783863,24.25,68.25,0,0
6.76849,1.717289655,13.87787226,-12.50515605,176.7172353,7.10938226,26.38302831,24.75,68.25,0,0
6.743246667,1.708255172,13.88208095,-12.49716176,176.2552916,7.138834283,26.37924271,25.25,68.25,0,0
6.53989,1.6785,13.75123553,-12.43924261,174.0626825,7.21134553,26.19047814,26.25,68.25,0,0
6.49421,1.667096552,13.69792121,-12.41100829,172.6170836,7.20371121,26.1089295,26.75,68.25,0,0
6.46911,1.6605,13.77813814,-12.44377351,172.6961007,7.30902814,26.22191165,27.25,68.25,0,0
6.467643333,1.6726,13.80427155,-12.5387296,172.4493419,7.336628217,26.34300115,27.75,68.25,0,0
6.473903333,1.6884,13.71846753,-12.71914422,172.4667792,7.244564197,26.43761175,28.25,68.25,0,0
6.623006667,1.714375862,13.69473746,-12.74993582,172.300917,7.071730793,26.44467328,28.75,68.25,0,0
6.643653333,1.726048276,13.88258966,-12.66180987,172.0505829,7.238936327,26.54439953,29.25,68.25,0,0
6.55362,1.694086207,14.15551062,-12.52888577,171.6799202,7.60189062,26.68439639,29.75,68.25,0,0
6.745146667,1.705589655,14.15988718,-12.66046338,171.5886721,7.414740513,26.82035056,30.25,68.25,0,0
6.56416,1.7073,13.9480604,-12.80231623,171.6411358,7.3839004,26.75037663,30.75,68.25,0,0
6.500863333,1.740486207,13.42101702,-13.17601148,172.9476475,6.920153687,26.5970285,31.25,68.25,0,0
6.460306667,1.726324138,13.25494934,-13.24280633,174.0356775,6.794642673,26.49775567,31.75,68.25,0,0
6.458723333,1.735310345,13.14222642,-13.17583062,174.1008606,6.683503087,26.31805704,32.25,68.25,0,0
6.685776667,1.708,13.60817777,-12.70389475,173.5134611,6.922401103,26.31207252,32.75,68.25,0,0
6.50783,1.711206897,13.60716824,-12.57309037,173.5663926,7.09933824,26.18025861,33.25,68.25,0,0
6.394066667,1.7045,13.21236554,-12.51084888,174.3107527,6.818298873,25.72321442,33.75,68.25,0,0
6.318313333,1.6877,12.92361704,-12.45254012,173.7822219,6.605303707,25.37615716,34.25,68.25,0,0
6.27098,1.666,12.82773407,-12.19610251,173.7519145,6.55675407,25.02383658,34.75,68.25,0,0
6.206336667,1.637631034,12.63144186,-12.25486172,174.529298,6.425105193,24.88630358,35.75,68.25,0,0
6.11466,1.584796552,12.32381775,-12.38290403,174.9476018,6.20915775,24.70672178,36.25,68.25,0,0
6.266993333,1.606341379,11.96360981,-12.10121336,174.5443509,5.696616477,24.06482317,36.75,68.25,0,0
5.876703333,1.501372414,11.7415937,-12.00882886,174.2817355,5.864890367,23.75042256,37.25,68.25,0,0
5.885763333,1.448003448,11.57296027,-11.2063306,174.1144171,5.687196937,22.77929087,37.75,68.25,0,0
5.75531,1.362075862,11.50763264,-11.1229059,174.9259321,5.75232264,22.63053854,38.25,68.25,0,0
6.112886667,1.328734483,10.99762981,-9.507170101,179.6032024,4.884743143,20.50479991,38.75,68.25,0,0
6.045123333,1.199172414,9.918810285,-7.608716817,185.7431094,3.873686952,17.5275271,39.25,68.25,0,0
6.075793333,1.330162069,10.2002585,-11.17848494,199.1849644,4.124465167,21.37874344,44.25,68.25,0,0
6.073263333,1.401424138,10.71404784,-12.85309699,193.8813323,4.640784507,23.56714483,45.25,68.25,0,0
6.017243333,1.3163,10.29700295,-12.34344483,194.8563963,4.279759617,22.64044778,45.75,68.25,0,0
5.885926667,1.282072414,8.859553914,-11.23714659,196.5774799,2.973627247,20.0967005,46.25,68.25,0,0
8.176667742,1.466565517,11.78917847,1.520881904,209.0092256,3.612510728,10.26829657,12.75,67.75,0,0
7.507813333,1.415644828,12.75601731,-1.677746096,187.9335422,5.248203977,14.43376341,14.75,67.75,0,0
7.85704,1.737706897,13.95968315,-4.31156015,181.7439386,6.10264315,18.2712433,15.25,67.75,0,0
7.514026667,1.72567931,13.10913722,-7.052131573,175.1660951,5.595110553,20.16126879,15.75,67.75,0,0
7.12502,1.773896552,11.94328618,-8.780358798,170.4010487,4.81826618,20.72364498,16.25,67.75,0,0
6.947443333,1.778875862,11.41730394,-9.700626485,167.8016282,4.469860607,21.11793043,16.75,67.75,0,0
6.826946667,1.804675862,10.84026036,-10.49174475,167.3889935,4.013313693,21.33200511,17.25,67.75,0,0
6.83079,1.8614,10.03874086,-11.71993382,169.6915452,3.20795086,21.75867468,17.75,67.75,0,0
6.901103333,1.829793103,9.936113825,-12.49910713,172.4436397,3.035010492,22.43522096,18.25,67.75,0,0
6.8154,1.805962069,10.48198633,-13.15328279,174.2376654,3.66658633,23.63526912,18.75,67.75,0,0
6.71494,1.798175862,11.76662907,-12.85071202,176.0834098,5.05168907,24.61734109,19.25,67.75,0,0
6.758163333,1.776955172,12.58122806,-12.86724137,177.5499795,5.823064727,25.44846943,19.75,67.75,0,0
6.815176667,1.744168966,13.28173807,-12.38761399,178.1982026,6.466561403,25.66935206,20.25,67.75,0,0
6.86111,1.7651,13.70788412,-11.98115067,178.0906933,6.84677412,25.68903479,20.75,67.75,0,0
6.87427,1.763024138,13.97514548,-11.82928267,178.266774,7.10087548,25.80442815,21.25,67.75,0,0
6.89026,1.759465517,14.17948078,-12.0042778,178.5272588,7.28922078,26.18375858,21.75,67.75,0,0
6.984186667,1.705393103,14.21633985,-12.08803383,178.6044701,7.232153183,26.30437368,22.25,67.75,0,0
7.00385,1.7097,14.40021303,-12.14895459,178.7779253,7.39636303,26.54916762,22.75,67.75,0,0
6.853176667,1.711896552,14.48284277,-12.30602856,178.8187113,7.629666103,26.78887133,23.25,67.75,0,0
6.83558,1.7139,14.51188469,-12.45810749,178.7565504,7.67630469,26.96999218,23.75,67.75,0,0
6.839536667,1.7126,14.52414087,-12.44874243,179.2246506,7.684604203,26.9728833,24.25,67.75,0,0
6.844753333,1.7079,14.59458566,-12.5050828,179.6304715,7.749832327,27.09966846,24.75,67.75,0,0
6.8379,1.7094,14.65153251,-12.62773546,179.3572077,7.81363251,27.27926797,25.25,67.75,0,0
6.746103333,1.702627586,14.3986225,-12.69203404,178.2601547,7.652519167,27.09065654,25.75,67.75,0,0
6.815053333,1.695668966,14.42723531,-12.51104939,175.8805673,7.612181977,26.9382847,26.75,67.75,0,0
6.784806667,1.705172414,14.40379925,-12.62321643,174.8128913,7.618992583,27.02701568,27.25,67.75,0,0
6.73582,1.693189655,14.17979982,-12.7152323,175.8301954,7.44397982,26.89503212,27.75,67.75,0,0
6.691263333,1.709868966,14.14700617,-12.6374636,174.2031327,7.455742837,26.78446977,30.25,67.75,0,0
6.623616667,1.694389655,14.34104842,-12.66769237,175.3459782,7.717431753,27.00874079,30.75,67.75,0,0
6.63236,1.718,14.10662194,-12.72688664,176.634307,7.47426194,26.83350858,31.25,67.75,0,0
6.570123333,1.7139,13.39221717,-13.08174578,178.1554469,6.822093837,26.47396295,31.75,67.75,0,0
6.647433333,1.7305,13.34734947,-13.06222026,178.8896361,6.699916137,26.40956973,32.25,67.75,0,0
6.833836667,1.741444828,13.31430004,-13.12267815,179.0373107,6.480463373,26.43697819,32.75,67.75,0,0
6.8506,1.7493,13.48541472,-13.20548449,178.6042324,6.63481472,26.69089921,33.25,67.75,0,0
6.640316667,1.804141379,12.79345613,-14.06616387,179.9086215,6.153139463,26.85962,33.75,67.75,0,0
6.552956667,1.761986207,12.57531863,-13.98030852,177.6424446,6.022361963,26.55562715,34.25,67.75,0,0
6.566626667,1.759410345,12.85295557,-13.74540689,177.0294744,6.286328903,26.59836246,34.75,67.75,0,0
6.478243333,1.7174,13.3086574,-12.91252012,176.4078659,6.830414067,26.22117752,35.25,67.75,0,0
6.606483333,1.673568966,13.11132429,-12.79352578,177.2395923,6.504840957,25.90485007,35.75,67.75,0,0
6.534273333,1.677427586,13.05001429,-12.63750098,177.968818,6.515740957,25.68751527,36.25,67.75,0,0
6.26691,1.6476,12.81608077,-12.69214089,178.4197973,6.54917077,25.50822166,36.75,67.75,0,0
6.4019,1.646955172,12.51159185,-12.54722397,178.741146,6.10969185,25.05881582,37.25,67.75,0,0
6.364493333,1.628037931,12.20504124,-12.42144796,179.3628452,5.840547907,24.6264892,37.75,67.75,0,0
6.302746667,1.580562069,11.98086021,-12.40722076,179.6080533,5.678113543,24.38808097,38.25,67.75,0,0
